Family,Genus,Species,FullSpecies,Present_name,Code_FB,TL_species,TL_genus,TL_family,TL_GOOD,TL_GOOD_level,Size_FishBase,Coeff_a,Coeff_b
Acanthuridae,Acanthurus,achilles,Acanthurus achilles,Acanthurus achilles,4306,2,2.314827586,2.298166667,2,species,24,0.002453226,3
Acanthuridae,Acanthurus,albipectoralis,Acanthurus albipectoralis,Acanthurus albipectoralis,13770,3.4,2.314827586,2.298166667,3.4,species,33,0.022241884,3.007953028
Acanthuridae,Acanthurus,auranticavus,Acanthurus auranticavus,Acanthurus auranticavus,4748,-999,2.314827586,2.298166667,2.314827586,genus,45,0.022241884,3.007953028
Acanthuridae,Acanthurus,bahianus,Acanthurus bahianus,Acanthurus bahianus,942,2,2.314827586,2.298166667,2,species,38.09999847,0.0191,3.08
Acanthuridae,Acanthurus,bariene,Acanthurus bariene,Acanthurus bariene,4307,2,2.314827586,2.298166667,2,species,50,0.022241884,3.007953028
Acanthuridae,Acanthurus,blochii,Acanthurus blochii,Acanthurus blochii,4750,2,2.314827586,2.298166667,2,species,45,0.025055962,3.031929247
Acanthuridae,Acanthurus,chirurgus,Acanthurus chirurgus,Acanthurus chirurgus,943,2,2.314827586,2.298166667,2,species,39,0.0225,3
Acanthuridae,Acanthurus,coeruleus,Acanthurus coeruleus,Acanthurus coeruleus,944,2,2.314827586,2.298166667,2,species,39,0.0286,3
Acanthuridae,Acanthurus,dussumieri,Acanthurus dussumieri,Acanthurus dussumieri,1256,2,2.314827586,2.298166667,2,species,54,0.042561181,2.868263525
Acanthuridae,Acanthurus,fowleri,Acanthurus fowleri,Acanthurus fowleri,4745,-999,2.314827586,2.298166667,2.314827586,genus,45,0.022241884,3.007953028
Acanthuridae,Acanthurus,gahhm,Acanthurus gahhm,Acanthurus gahhm,17471,2.76,2.314827586,2.298166667,2.76,species,40,0.016784756,3.167724687
Acanthuridae,Acanthurus,grammoptilus,Acanthurus grammoptilus,Acanthurus grammoptilus,4749,-999,2.314827586,2.298166667,2.314827586,genus,35,0.022241884,3.007953028
Acanthuridae,Acanthurus,guttatus,Acanthurus guttatus,Acanthurus guttatus,4736,2,2.314827586,2.298166667,2,species,26,0.005373761,3
Acanthuridae,Acanthurus,japonicus,Acanthurus japonicus,Acanthurus japonicus,23375,-999,2.314827586,2.298166667,2.314827586,genus,21,0.022241884,3.007953028
Acanthuridae,Acanthurus,leucocheilus,Acanthurus leucocheilus,Acanthurus leucocheilus,4741,-999,2.314827586,2.298166667,2.314827586,genus,45,0.022241884,3.007953028
Acanthuridae,Acanthurus,leucopareius,Acanthurus leucopareius,Acanthurus leucopareius,4737,2,2.314827586,2.298166667,2,species,24,0.0028375,3
Acanthuridae,Acanthurus,leucosternon,Acanthurus leucosternon,Acanthurus leucosternon,1257,2,2.314827586,2.298166667,2,species,54,0.005145501,3
Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,Acanthurus lineatus,1258,2,2.314827586,2.298166667,2,species,38,0.0251,3.03
Acanthuridae,Acanthurus,maculiceps,Acanthurus maculiceps,Acanthurus maculiceps,4746,2,2.314827586,2.298166667,2,species,40,0.022241884,3.007953028
Acanthuridae,Acanthurus,mata,Acanthurus mata,Acanthurus mata,1255,2.53,2.314827586,2.298166667,2.53,species,50,0.022241884,3.007953028
Acanthuridae,Acanthurus,nigricans,Acanthurus nigricans,Acanthurus nigricans,6011,2,2.314827586,2.298166667,2,species,21.3,0.067,2.669
Acanthuridae,Acanthurus,nigricauda,Acanthurus nigricauda,Acanthurus nigricauda,4747,2.99,2.314827586,2.298166667,2.99,species,40,0.016784756,3.167724687
Acanthuridae,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,Acanthurus nigrofuscus,4739,2,2.314827586,2.298166667,2,species,21,0.026370479,3.028366711
Acanthuridae,Acanthurus,nigroris,Acanthurus nigroris,Acanthurus nigroris,4738,2,2.314827586,2.298166667,2,species,25,0.022241884,3.007953028
Acanthuridae,Acanthurus,nubilus,Acanthurus nubilus,Acanthurus nubilus,4733,3.4,2.314827586,2.298166667,3.4,species,26,0.022241884,3.007953028
Acanthuridae,Acanthurus,olivaceus,Acanthurus olivaceus,Acanthurus olivaceus,4744,2.26,2.314827586,2.298166667,2.26,species,35,0.007,3.398
Acanthuridae,Acanthurus,pyroferus,Acanthurus pyroferus,Acanthurus pyroferus,4742,2,2.314827586,2.298166667,2,species,25,0.001787554,3
Acanthuridae,Acanthurus,sohal,Acanthurus sohal,Acanthurus sohal,4740,2,2.314827586,2.298166667,2,species,40,0.022241884,3.007953028
Acanthuridae,Acanthurus,sp.,Acanthurus sp.,Acanthurus,-999,-999,2.314827586,2.298166667,2.314827586,genus,-999,0.002453226,3
Acanthuridae,Acanthurus,tennentii,Acanthurus tennentii,Acanthurus tennentii,1259,2,2.314827586,2.298166667,2,species,31,0.022241884,3.007953028
Acanthuridae,Acanthurus,thompsoni,Acanthurus thompsoni,Acanthurus thompsoni,4734,3.64,2.314827586,2.298166667,3.64,species,27,0.01533138,3
Acanthuridae,Acanthurus,triostegus,Acanthurus triostegus,Acanthurus triostegus,1260,2.78,2.314827586,2.298166667,2.78,species,27,0.083063451,2.569683389
Acanthuridae,Acanthurus,tristis,Acanthurus tristis,Acanthurus tristis,12782,-999,2.314827586,2.298166667,2.314827586,genus,25,0.022241884,3.007953028
Acanthuridae,Acanthurus,xanthopterus,Acanthurus xanthopterus,Acanthurus xanthopterus,1261,2.87,2.314827586,2.298166667,2.87,species,70,0.026730455,2.984486638
Acanthuridae,Ctenochaetus,binotatus,Ctenochaetus binotatus,Ctenochaetus binotatus,6012,2,2,2.298166667,2,species,22,0.039156835,2.874628814
Acanthuridae,Ctenochaetus,cyanocheilus,Ctenochaetus cyanocheilus,Ctenochaetus cyanocheilus,59486,-999,2,2.298166667,2,genus,16,0.039156835,2.874628814
Acanthuridae,Ctenochaetus,flavicauda,Ctenochaetus flavicauda,Ctenochaetus flavicauda,59589,-999,2,2.298166667,2,genus,11.8,0.039156835,2.874628814
Acanthuridae,Ctenochaetus,hawaiiensis,Ctenochaetus hawaiiensis,Ctenochaetus hawaiiensis,6013,2,2,2.298166667,2,species,25,0.039156835,2.874628814
Acanthuridae,Ctenochaetus,marginatus,Ctenochaetus marginatus,Ctenochaetus marginatus,6014,2,2,2.298166667,2,species,27,0.039156835,2.874628814
Acanthuridae,Ctenochaetus,sp.,Ctenochaetus sp.,Ctenochaetus,-999,-999,2,2.298166667,2,genus,-999,0.039156835,2.874628814
Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,Ctenochaetus striatus,1262,2,2,2.298166667,2,species,26,0.02313218,3.063472078
Acanthuridae,Ctenochaetus,strigosus,Ctenochaetus strigosus,Ctenochaetus strigosus,6015,2,2,2.298166667,2,species,14.6,0.004304414,3
Acanthuridae,Ctenochaetus,tominiensis,Ctenochaetus tominiensis,Ctenochaetus tominiensis,6016,-999,2,2.298166667,2,genus,16,0.039156835,2.874628814
Acanthuridae,Ctenochaetus,truncatus,Ctenochaetus truncatus,Ctenochaetus truncatus,59487,-999,2,2.298166667,2,genus,16,0.039156835,2.874628814
Acanthuridae,Naso,annulatus,Naso annulatus,Naso annulatus,6019,2.12,2.423571429,2.298166667,2.12,species,100,0.051032424,2.715369535
Acanthuridae,Naso,brachycentron,Naso brachycentron,Naso brachycentron,6020,2.67,2.423571429,2.298166667,2.67,species,90,0.051032424,2.715369535
Acanthuridae,Naso,brevirostris,Naso brevirostris,Naso brevirostris,6021,2.22,2.423571429,2.298166667,2.22,species,60,0.010649453,3.242973288
Acanthuridae,Naso,caeruleacauda,Naso caeruleacauda,Naso caeruleacauda,27318,-999,2.423571429,2.298166667,2.423571429,genus,40,0.051032424,2.715369535
Acanthuridae,Naso,caesius,Naso caesius,Naso caesius,15628,-999,2.423571429,2.298166667,2.423571429,genus,45.6,0.051032424,2.715369535
Acanthuridae,Naso,elegans,Naso elegans,Naso elegans,60074,2,2.423571429,2.298166667,2,species,45,0.051032424,2.715369535
Acanthuridae,Naso,hexacanthus,Naso hexacanthus,Naso hexacanthus,1263,3.06,2.423571429,2.298166667,3.06,species,75,0.020165194,2.955825192
Acanthuridae,Naso,lituratus,Naso lituratus,Naso lituratus,1264,2.32,2.423571429,2.298166667,2.32,species,46,0.0497,2.839
Acanthuridae,Naso,lopezi,Naso lopezi,Naso lopezi,6022,2.89,2.423571429,2.298166667,2.89,species,60,0.051032424,2.715369535
Acanthuridae,Naso,maculatus,Naso maculatus,Naso maculatus,6931,-999,2.423571429,2.298166667,2.423571429,genus,60,0.020165194,2.955825192
Acanthuridae,Naso,minor,Naso minor,Naso minor,6933,2.64,2.423571429,2.298166667,2.64,species,30,0.051032424,2.715369535
Acanthuridae,Naso,sp.,Naso sp.,Naso,-999,-999,2.423571429,2.298166667,2.423571429,genus,-999,0.051032424,2.715369535
Acanthuridae,Naso,thynnoides,Naso thynnoides,Naso thynnoides,6932,2.96,2.423571429,2.298166667,2.96,species,40,0.051032424,2.715369535
Acanthuridae,Naso,tonganus,Naso tonganus,Naso tonganus,60076,2,2.423571429,2.298166667,2,species,60,0.05795,2.806
Acanthuridae,Naso,tuberosus,Naso tuberosus,Naso tuberosus,6023,2,2.423571429,2.298166667,2,species,60,0.051032424,2.715369535
Acanthuridae,Naso,unicornis,Naso unicornis,Naso unicornis,1265,2.17,2.423571429,2.298166667,2.17,species,70,0.017880286,3.035454104
Acanthuridae,Naso,vlamingii,Naso vlamingii,Naso vlamingii,6024,2.16,2.423571429,2.298166667,2.16,species,60,0.0525,2.843
Acanthuridae,Paracanthurus,hepatus,Paracanthurus hepatus,Paracanthurus hepatus,6017,3.4,3.4,2.298166667,3.4,species,31,0.022241884,3.007953028
Acanthuridae,Prionurus,laticlavius,Prionurus laticlavius,Prionurus laticlavius,13417,2.72,2.286,2.298166667,2.72,species,60,0.198,2.504
Acanthuridae,Prionurus,maculatus,Prionurus maculatus,Prionurus maculatus,12625,2,2.286,2.298166667,2,species,45,0.198,2.504
Acanthuridae,Prionurus,microlepidotus,Prionurus microlepidotus,Prionurus microlepidotus,12626,2.71,2.286,2.298166667,2.71,species,70,0.198,2.504
Acanthuridae,Prionurus,punctatus,Prionurus punctatus,Prionurus punctatus,13419,2,2.286,2.298166667,2,species,60,0.198,2.504
Acanthuridae,unknown,unknown,Acanthuridae,Acanthuridae,-999,-999,-999,2.298166667,2.298166667,family,-999,5.96E-06,4.920291281
Acanthuridae,Zebrasoma,desjardinii,Zebrasoma desjardinii,Zebrasoma desjardinii,58791,-999,2,2.298166667,2,genus,40,0.029053025,2.992739614
Acanthuridae,Zebrasoma,flavescens,Zebrasoma flavescens,Zebrasoma flavescens,6018,2,2,2.298166667,2,species,20,0.0148,3.16
Acanthuridae,Zebrasoma,rostratum,Zebrasoma rostratum,Zebrasoma rostratum,25802,2,2,2.298166667,2,species,21,0.029053025,2.992739614
Acanthuridae,Zebrasoma,scopas,Zebrasoma scopas,Zebrasoma scopas,5951,2,2,2.298166667,2,species,40,0.029053025,2.992739614
Acanthuridae,Zebrasoma,veliferum,Zebrasoma veliferum,Zebrasoma velifer,1266,2,2,2.298166667,2,species,40,0.029053025,2.992739614
Acanthuridae,Zebrasoma,xanthurum,Zebrasoma xanthurum,Zebrasoma xanthurum,12023,2,2,2.298166667,2,species,22,0.029053025,2.992739614
Apogonidae,unknown,unknown,Apogonidae,Apogonidae,-999,-999,-999,3.541234569,3.541234569,family,-999,0.004929367,3.780060935
Tetraodontidae,Arothron,nigropunctatus,Arothron nigropunctatus,Arothron nigropunctatus,6400,3.07,3.078571415,3.329199993,3.07,species,33,0.005335716,3
Balistidae,Balistapus,undulatus,Balistapus undulatus,Balistapus undulatus,6025,3.369999886,3.369999886,3.329199993,3.369999886,species,30,0.0058,3.554
Balistidae,Balistes,polylepis,Balistes polylepis,Balistes polylepis,4276,3.34,3.372499979,3.329199993,3.34,species,76,0.0518,2.81
Balistidae,Balistes,sp.,Balistes sp.,Balistes,-999,-999,3.372499979,3.329199993,3.372499979,genus,-999,0.0518,2.81
Balistidae,Balistes,vetula,Balistes vetula,Balistes vetula,19,3.339999914,3.372499979,3.329199993,3.339999914,species,60,0.0518,2.81
Balistidae,Balistid,sp.,Balistid sp.,Balistidae,-999,-999,-999,3.329199993,3.329199993,family,-999,0.047167983,2.759503731
Balistidae,Balistoides,conspicillum,Balistoides conspicillum,Balistoides conspicillum,2300,3.31,3.32,3.329199993,3.31,species,50,0.0244223,3.018284769
Balistidae,Balistoides,sp.,Balistoides sp.,Balistoides,-999,-999,3.32,3.329199993,3.32,genus,-999,0.0244223,3.018284769
Balistidae,Balistoides,viridescens,Balistoides viridescens,Balistoides viridescens,6026,3.33,3.32,3.329199993,3.33,species,75,0.0244223,3.018284769
Balistidae,Canthidermis,maculata,Canthidermis maculata,Canthidermis maculata,4278,3.47,3.466666667,3.329199993,3.47,species,50,0.0217,3
Balistidae,Canthidermis,sp.,Canthidermis sp.,-999,-999,-999,3.466666667,3.329199993,3.466666667,genus,-999,0.0217,3
Balistidae,Canthidermis,sufflamen,Canthidermis sufflamen,Canthidermis sufflamen,4279,3.48,3.466666667,3.329199993,3.48,species,65,0.0217,3
Balistidae,Melichthys,indicus,Melichthys indicus,Melichthys indicus,7634,2.95,3.02,3.329199993,2.95,species,25,0.0058,3.554
Balistidae,Melichthys,niger,Melichthys niger,Melichthys niger,966,2.73,3.02,3.329199993,2.73,species,50,0.0058,3.554
Balistidae,Melichthys,sp.,Melichthys sp.,Melichthys,-999,-999,3.02,3.329199993,3.02,genus,25,0.0058,3.554
Balistidae,Melichthys,vidua,Melichthys vidua,Melichthys vidua,5838,3.38,3.02,3.329199993,3.38,species,40,0.0058,3.554
Balistidae,Odonus,niger,Odonus niger,Odonus niger,1311,3.22,3.22,3.329199993,3.22,species,50,0.01190186,3
Balistidae,Pseudobalistes,flavimarginatus,Pseudobalistes flavimarginatus,Pseudobalistes flavimarginatus,6027,2.78,3.093333333,3.329199993,2.78,species,60,0.072552933,2.760280665
Balistidae,Pseudobalistes,fuscus,Pseudobalistes fuscus,Pseudobalistes fuscus,4466,3.13,3.093333333,3.329199993,3.13,species,55,0.072552933,2.760280665
Balistidae,Pseudobalistes,naufragium,Pseudobalistes naufragium,Pseudobalistes naufragium,8226,3.37,3.093333333,3.329199993,3.37,species,100,0.072552933,2.760280665
Balistidae,Rhinecanthus,aculeatus,Rhinecanthus aculeatus,Rhinecanthus aculeatus,5839,3.220000029,3.360000015,3.329199993,3.220000029,species,30,0.0522,2.641
Balistidae,Rhinecanthus,assasi,Rhinecanthus assasi,Rhinecanthus assasi,25420,3.5,3.360000015,3.329199993,3.5,species,30,0.0522,2.641
Balistidae,Rhinecanthus,lunula,Rhinecanthus lunula,Rhinecanthus lunula,13774,-999,3.360000015,3.329199993,3.360000015,genus,28,0.0522,2.641
Balistidae,Rhinecanthus,rectangulus,Rhinecanthus rectangulus,Rhinecanthus rectangulus,5840,-999,3.360000015,3.329199993,3.360000015,genus,30,0.0355,2.875
Balistidae,Rhinecanthus,sp.,Rhinecanthus sp.,Rhinecanthus,-999,-999,3.360000015,3.329199993,3.360000015,genus,28,0.0522,2.641
Balistidae,Rhinecanthus,verrucosus,Rhinecanthus verrucosus,Rhinecanthus verrucosus,6028,-999,3.360000015,3.329199993,3.360000015,genus,23,0.0522,2.641
Balistidae,Sufflamen,albicaudatum,Sufflamen albicaudatum,Sufflamen albicaudatum,25419,-999,3.36,3.329199993,3.36,genus,22,0.028651762,2.965827733
Balistidae,Sufflamen,bursa,Sufflamen bursa,Sufflamen bursa,6029,-999,3.36,3.329199993,3.36,genus,25,0.02161759,3
Balistidae,Sufflamen,chrysopterum,Sufflamen chrysopterum,Sufflamen chrysopterum,5842,3.45,3.36,3.329199993,3.45,species,30,0.0153,3.152
Balistidae,Sufflamen,fraenatum,Sufflamen fraenatum,Sufflamen fraenatum,1312,-999,3.36,3.329199993,3.36,genus,38,0.028651762,2.965827733
Balistidae,Sufflamen,verres,Sufflamen verres,Sufflamen verres,13533,3.27,3.36,3.329199993,3.27,species,40,0.028651762,2.965827733
Balistidae,unknown,unknown,Balistidae,Balistidae,-999,-999,-999,3.329199993,3.329199993,family,-999,0.047167983,2.759503731
Balistidae,Xanthichthys,auromarginatus,Xanthichthys auromarginatus,Xanthichthys auromarginatus,6030,3,3.493333333,3.329199993,3,species,30,0.047167983,2.759503731
Balistidae,Xanthichthys,caeruleolineatus,Xanthichthys caeruleolineatus,Xanthichthys caeruleolineatus,6359,-999,3.493333333,3.329199993,3.493333333,genus,35,0.047167983,2.759503731
Balistidae,Xanthichthys,mento,Xanthichthys mento,Xanthichthys mento,4284,4,3.493333333,3.329199993,4,species,29,0.047167983,2.759503731
Balistidae,Xanthichthys,ringens,Xanthichthys ringens,Xanthichthys ringens,4285,3.48,3.493333333,3.329199993,3.48,species,25,0.047167983,2.759503731
Belonidae,unknown,unknown,Belonidae,Belonidae,-999,-999,-999,4.211538462,4.211538462,family,-999,0.00074,3.13
Blenniidae,unknown,unknown,Blenniidae,Blenniidae,-999,-999,-999,2.254514563,2.254514563,family,-999,0.014905494,3.017856658
Caesionidae,Caesio,caerulaurea,Caesio caerulaurea,Caesio caerulaurea,918,3.4,3.4,3.396,3.4,species,35,0.019962387,2.991405691
Caesionidae,Caesio,cuning,Caesio cuning,Caesio cuning,919,3.4,3.4,3.396,3.4,species,60,0.014872569,3.121332434
Caesionidae,Caesio,lunaris,Caesio lunaris,Caesio lunaris,920,3.4,3.4,3.396,3.4,species,40,0.019962387,2.991405691
Caesionidae,Caesio,sp.,Caesio sp.,Caesio,-999,-999,3.4,3.396,3.4,genus,-999,0.019962387,2.991405691
Caesionidae,Caesio,striata,Caesio striata,Caesio striata,921,3.4,3.4,3.396,3.4,species,25,0.019962387,2.991405691
Caesionidae,Caesio,suevica,Caesio suevica,Caesio suevica,922,3.4,3.4,3.396,3.4,species,35,0.019962387,2.991405691
Caesionidae,Caesio,teres,Caesio teres,Caesio teres,923,3.4,3.4,3.396,3.4,species,40,0.019962387,2.991405691
Caesionidae,Caesio,varilineata,Caesio varilineata,Caesio varilineata,924,3.4,3.4,3.396,3.4,species,40,0.019962387,2.991405691
Caesionidae,Caesio,xanthonota,Caesio xanthonota,Caesio xanthonota,927,3.4,3.4,3.396,3.4,species,40,0.019962387,2.991405691
Caesionidae,Gymnocaesio,gymnoptera,Gymnocaesio gymnoptera,Gymnocaesio gymnoptera,929,3.4,3.4,3.396,3.4,species,18,0.019962387,2.991405691
Caesionidae,Pterocaesio,capricornis,Pterocaesio capricornis,Pterocaesio capricornis,930,3.4,3.392,3.396,3.4,species,21,0.010653989,3.177841546
Caesionidae,Pterocaesio,chrysozona,Pterocaesio chrysozona,Pterocaesio chrysozona,932,3.4,3.392,3.396,3.4,species,21,0.010653989,3.177841546
Caesionidae,Pterocaesio,digramma,Pterocaesio digramma,Pterocaesio digramma,933,3.39,3.392,3.396,3.39,species,30,0.006911005,3.341319086
Caesionidae,Pterocaesio,lativittata,Pterocaesio lativittata,Pterocaesio lativittata,934,3.4,3.392,3.396,3.4,species,13,0.010653989,3.177841546
Caesionidae,Pterocaesio,marri,Pterocaesio marri,Pterocaesio marri,935,3.4,3.392,3.396,3.4,species,35,0.010653989,3.177841546
Caesionidae,Pterocaesio,pisang,Pterocaesio pisang,Pterocaesio pisang,936,3.4,3.392,3.396,3.4,species,21,0.00743,3.15
Caesionidae,Pterocaesio,randalli,Pterocaesio randalli,Pterocaesio randalli,937,3.4,3.392,3.396,3.4,species,25,0.010653989,3.177841546
Caesionidae,Pterocaesio,sp.,Pterocaesio sp.,Pterocaesio,-999,-999,3.392,3.396,3.392,genus,-999,0.010653989,3.177841546
Caesionidae,Pterocaesio,tessellata,Pterocaesio tessellata,Pterocaesio tessellata,938,3.4,3.392,3.396,3.4,species,25,0.010653989,3.177841546
Caesionidae,Pterocaesio,tile,Pterocaesio tile,Pterocaesio tile,939,3.33,3.392,3.396,3.33,species,30,0.01120606,3
Caesionidae,Pterocaesio,trilineata,Pterocaesio trilineata,Pterocaesio trilineata,1886,3.4,3.392,3.396,3.4,species,20,0.010653989,3.177841546
Caesionidae,unknown,unknown,Caesionidae,Caesionidae,-999,-999,-999,3.396,3.396,family,-999,0.019962387,2.991405691
Carangidae,Alectis,ciliaris,Alectis ciliaris,Alectis ciliaris,988,3.46,3.716666667,3.781074763,3.46,species,150,0.0412,2.85
Carangidae,Alectis,indicus,Alectis indicus,Alectis indica,10,4.09,3.716666667,3.781074763,4.09,species,165,0.0412,2.85
Carangidae,Alepes,sp.,Alepes sp.,Alepes,-999,-999,3.464999983,3.781074763,3.464999983,genus,-999,0.00689,3.147
Carangidae,Alepes,vari,Alepes vari,Alepes vari,1891,3.65,3.464999983,3.781074763,3.65,species,56,0.00689,3.147
Carangidae,Atule,mate,Atule mate,Atule mate,1893,3.27,3.27,3.781074763,3.27,species,30,0.0165742,2.948713034
Carangidae,Carangoides,bajad,Carangoides bajad,Carangoides bajad,1923,3.97,4.07,3.781074763,3.97,species,55,0.011451059,3.126162542
Carangidae,Carangoides,bartholomaei,Carangoides bartholomaei,Carangoides bartholomaei,1913,4.5,4.07,3.781074763,4.5,species,100,0.036825665,2.851155431
Carangidae,Carangoides,chrysophrys,Carangoides chrysophrys,Carangoides chrysophrys,4441,-999,4.07,3.781074763,4.07,genus,72,0.026677148,2.901948949
Carangidae,Carangoides,ferdau,Carangoides ferdau,Carangoides ferdau,1921,3.98,4.07,3.781074763,3.98,species,70,0.036825665,2.851155431
Carangidae,Carangoides,fulvoguttatus,Carangoides fulvoguttatus,Carangoides fulvoguttatus,1926,4.02,4.07,3.781074763,4.02,species,120,0.036825665,2.851155431
Carangidae,Carangoides,orthogrammus,Carangoides orthogrammus,Carangoides orthogrammus,1909,4.01,4.07,3.781074763,4.01,species,75,0.015592989,3.025617907
Carangidae,Carangoides,plagiotaenia,Carangoides plagiotaenia,Carangoides plagiotaenia,1910,4.03,4.07,3.781074763,4.03,species,50,0.011451059,3.126162542
Carangidae,Caranx,ruber,Carangoides ruber,Caranx ruber,1918,3.81,4.07,3.781074763,3.81,species,59,0.011451059,3.126162542
Carangidae,Carangoides,sp.,Carangoides sp.,Carangoides,-999,-999,4.07,3.781074763,4.07,genus,-999,0.011451059,3.126162542
Carangidae,Caranx,caballus,Caranx caballus,Caranx caballus,1900,4.05,3.909411765,3.781074763,4.05,species,55,0.025,3
Carangidae,Caranx,crysos,Caranx crysos,Caranx crysos,1933,3.63,3.909411765,3.781074763,3.63,species,70,0.016383141,3.058693265
Carangidae,Caranx,hippos,Caranx hippos,Caranx hippos,71,3.83,3.909411765,3.781074763,3.83,species,124,0.016383141,3.058693265
Carangidae,Caranx,ignobilis,Caranx ignobilis,Caranx ignobilis,1895,4.48,3.909411765,3.781074763,4.48,species,170,0.016383141,3.058693265
Carangidae,Caranx,latus,Caranx latus,Caranx latus,1935,3.88,3.909411765,3.781074763,3.88,species,101,0.016383141,3.058693265
Carangidae,Caranx,lugubris,Caranx lugubris,Caranx lugubris,1936,4,3.909411765,3.781074763,4,species,100,0.0198,3.001
Carangidae,Caranx,melampygus,Caranx melampygus,Caranx melampygus,1906,4.28,3.909411765,3.781074763,4.28,species,117,0.023398166,2.917987056
Carangidae,Caranx,papuensis,Caranx papuensis,Caranx papuensis,6360,4.05,3.909411765,3.781074763,4.05,species,88,0.023539796,2.922788691
Carangidae,Caranx,sexfasciatus,Caranx sexfasciatus,Caranx sexfasciatus,1917,3.58,3.909411765,3.781074763,3.58,species,120,0.0318,2.93
Carangidae,Caranx,sp.,Caranx sp.,Caranx,-999,-999,3.909411765,3.781074763,3.909411765,genus,-999,0.025,3
Carangidae,Decapterus,macarellus,Decapterus macarellus,Decapterus macarellus,993,3.24,3.354999998,3.781074763,3.24,species,46,0.01,3.15
Carangidae,Decapterus,russelli,Decapterus russelli,-999,-999,3.519999981,3.354999998,3.781074763,3.519999981,species,-999,0.01,3.15
Carangidae,Decapterus,sp.,Decapterus sp.,Decapterus,-999,-999,3.354999998,3.781074763,3.354999998,genus,-999,0.01,3.15
Carangidae,Elagatis,bipinnulata,Elagatis bipinnulata,Elagatis bipinnulata,412,3.59,3.59,3.781074763,3.59,species,180,0.0135,2.92
Carangidae,Gnathanodon,speciosus,Gnathanodon speciosus,Gnathanodon speciosus,4464,3.84,3.84,3.781074763,3.84,species,120,0.019921501,2.994962473
Carangidae,Megalaspis,cordyla,Megalaspis cordyla,Megalaspis cordyla,384,3.91,3.91,3.781074763,3.91,species,80,0.0309,2.644
Carangidae,Pseudocaranx,dentex,Pseudocaranx dentex,Pseudocaranx dentex,1002,3.66,3.66,3.781074763,3.66,species,122,0.027095568,2.885977899
Carangidae,Scomberoides,commersonnianus,Scomberoides commersonnianus,Scomberoides commersonnianus,1950,-999,4.346666654,3.781074763,4.346666654,genus,120,0.015,2.89
Carangidae,Scomberoides,lysan,Scomberoides lysan,Scomberoides lysan,1951,4.039999962,4.346666654,3.781074763,4.039999962,species,110,0.010846683,2.923019362
Carangidae,Scomberoides,sp.,Scomberoides sp.,Scomberoides,-999,-999,4.346666654,3.781074763,4.346666654,genus,-999,0.015,2.89
Carangidae,Scomberoides,tol,Scomberoides tol,Scomberoides tol,1953,4.5,4.346666654,3.781074763,4.5,species,60,0.015431306,2.787479756
Carangidae,Selar,crumenophthalmus,Selar crumenophthalmus,Selar crumenophthalmus,387,3.57,3.51,3.781074763,3.57,species,30,0.009700861,3.193775969
Carangidae,Seriola,dumerili,Seriola dumerili,Seriola dumerili,1005,4.06,4.267142857,3.781074763,4.06,species,190,0.0325,2.87
Carangidae,Seriola,lalandi,Seriola lalandi,Seriola lalandi,382,3.85,4.267142857,3.781074763,3.85,species,250,0.0246,2.845
Carangidae,Seriola,rivoliana,Seriola rivoliana,Seriola rivoliana,1007,4.5,4.267142857,3.781074763,4.5,species,160,0.0145,3.055
Carangidae,Trachinotus,baillonii,Trachinotus baillonii,Trachinotus baillonii,1978,3.56,3.648181818,3.781074763,3.56,species,60,0.0453,2.3
Carangidae,Trachinotus,blochii,Trachinotus blochii,Trachinotus blochii,1963,3.74,3.648181818,3.781074763,3.74,species,110,0.352,2.252
Carangidae,Trachinotus,falcatus,Trachinotus falcatus,Trachinotus falcatus,1010,3.5,3.648181818,3.781074763,3.5,species,122,0.352,2.252
Carangidae,Trachinotus,rhodopus,Trachinotus rhodopus,Trachinotus rhodopus,1973,4,3.648181818,3.781074763,4,species,61,0.0253,3
Carangidae,Trachinotus,stilbe,Trachinotus stilbe,Trachinotus stilbe,1974,-999,3.648181818,3.781074763,3.648181818,genus,34,0.0453,2.3
Carangidae,Trachurus,novaezelandiae,Trachurus novaezelandiae,Trachurus novaezelandiae,1979,3.22,3.546153832,3.781074763,3.22,species,50,0.0478,2.77
Carangidae,unknown,unknown,Carangidae,Carangidae,-999,-999,-999,3.781074763,3.781074763,family,-999,0.0412,2.85
Carangidae,Uraspis,helvola,Uraspis helvola,Uraspis helvola,1983,3.779999971,3.924999986,3.781074763,3.779999971,species,58,0.0412,2.85
Carcharhinidae,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,Carcharhinus albimarginatus,858,4.48,4.379230769,4.326585366,4.48,species,300,0.00305,3.243
Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,Carcharhinus amblyrhynchos,861,4.5,4.379230769,4.326585366,4.5,species,255,0.002266057,3.372658532
Carcharhinidae,Carcharhinus,galapagensis,Carcharhinus galapagensis,Carcharhinus galapagensis,870,4.34,4.379230769,4.326585366,4.34,species,370,0.0136,3
